"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 12, 2015","4,560.44","4,562.86","4,574.29","4,539.32","120.13M","-0.05%"
"Apr 09, 2015","4,562.86","4,567.92","4,570.12","4,537.92","128.05M","-0.21%"
"Apr 08, 2015","4,572.56","4,559.75","4,590.18","4,545.96","101.78M","0.28%"
"Apr 07, 2015","4,559.71","4,557.12","4,578.16","4,549.68","177.80M","0.13%"
"Apr 06, 2015","4,553.72","4,542.16","4,553.72","4,516.78","94.42M","0.25%"
"Apr 05, 2015","4,542.16","4,542.12","4,581.59","4,541.67","139.31M","0.08%"
"Apr 02, 2015","4,538.72","4,495.51","4,552.21","4,422.54","213.88M","0.96%"
"Apr 01, 2015","4,495.51","4,467.93","4,516.80","4,429.68","155.05M","0.62%"
"Mar 31, 2015","4,467.93","4,440.73","4,467.93","4,411.99","66.63M","0.83%"
"Mar 30, 2015","4,431.35","4,372.56","4,431.35","4,372.56","66.44M","1.40%"
"Mar 29, 2015","4,370.30","4,368.60","4,402.52","4,343.20","70.11M","-0.06%"
"Mar 26, 2015","4,373.13","4,359.49","4,377.34","4,267.69","116.67M","0.03%"
"Mar 25, 2015","4,371.68","4,389.54","4,411.61","4,370.60","98.80M","-0.43%"
"Mar 24, 2015","4,390.67","4,382.30","4,420.17","4,380.36","82.84M","0.22%"
"Mar 23, 2015","4,381.17","4,323.21","4,381.17","4,306.22","52.55M","1.34%"
"Mar 22, 2015","4,323.21","4,334.34","4,371.63","4,316.27","49.69M","-0.33%"
"Mar 19, 2015","4,337.63","4,285.74","4,387.84","4,282.87","76.61M","1.34%"
"Mar 18, 2015","4,280.07","4,330.63","4,365.12","4,252.18","60.14M","-1.17%"
"Mar 17, 2015","4,330.63","4,365.61","4,401.36","4,327.99","39.23M","-0.79%"
"Mar 16, 2015","4,365.22","4,424.75","4,435.05","4,364.93","81.05M","-1.35%"
"Mar 15, 2015","4,424.75","4,479.79","4,498.01","4,423.89","46.98M","-1.31%"
"Mar 12, 2015","4,483.54","4,497.68","4,519.87","4,472.84","45.72M","-0.36%"
"Mar 11, 2015","4,499.95","4,512.79","4,552.90","4,472.55","63.64M","-0.28%"
"Mar 10, 2015","4,512.79","4,578.20","4,586.32","4,510.94","86.57M","-1.43%"
"Mar 09, 2015","4,578.20","4,592.52","4,601.10","4,567.63","57.92M","-0.34%"
"Mar 08, 2015","4,593.71","4,584.91","4,607.98","4,583.59","43.24M","0.14%"
"Mar 05, 2015","4,587.18","4,672.60","4,672.60","4,543.87","92.03M","-1.83%"
"Mar 04, 2015","4,672.60","4,676.56","4,679.60","4,652.86","67.72M","-0.13%"
"Mar 03, 2015","4,678.91","4,667.53","4,696.47","4,659.86","68.42M","0.22%"
"Mar 02, 2015","4,668.72","4,690.33","4,696.99","4,646.11","89.37M","-0.44%"
"Mar 01, 2015","4,689.20","4,684.39","4,703.58","4,680.02","78.65M","0.06%"
"Feb 26, 2015","4,686.19","4,630.06","4,690.44","4,630.06","62.82M","1.19%"
"Feb 25, 2015","4,631.19","4,624.43","4,634.45","4,619.71","34.38M","0.22%"
"Feb 24, 2015","4,621.03","4,630.36","4,649.18","4,617.03","47.10M","-0.20%"
"Feb 23, 2015","4,630.36","4,647.25","4,656.61","4,629.65","74.79M","-0.36%"
"Feb 22, 2015","4,647.25","4,672.38","4,679.26","4,645.63","46.49M","-0.47%"
"Feb 19, 2015","4,668.98","4,672.24","4,672.37","4,648.04","40.17M","-0.12%"
"Feb 18, 2015","4,674.51","4,661.00","4,674.59","4,644.78","58.10M","0.29%"
"Feb 17, 2015","4,661.00","4,642.68","4,661.00","4,619.91","69.45M","0.30%"
"Feb 16, 2015","4,647.21","4,695.34","4,699.68","4,628.48","136.32M","-1.03%"
