"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 27, 2013","4,758.11","4,758.29","4,773.47","4,742.66","-","0.08%"
"Mar 26, 2013","4,754.38","4,768.75","4,775.75","4,751.85","-","-0.20%"
"Mar 25, 2013","4,764.14","4,760.57","4,774.30","4,757.93","-","-0.01%"
"Mar 22, 2013","4,764.85","4,764.53","4,776.65","4,752.27","-","0.18%"
"Mar 21, 2013","4,756.35","4,726.55","4,756.76","4,726.55","-","0.64%"
"Mar 19, 2013","4,726.24","4,722.57","4,727.81","4,711.05","-","0.08%"
"Mar 18, 2013","4,722.52","4,718.98","4,728.98","4,699.96","-","0.08%"
"Mar 15, 2013","4,718.83","4,722.94","4,722.94","4,707.36","-","0.01%"
"Mar 14, 2013","4,718.51","4,697.87","4,718.62","4,692.22","-","0.50%"
"Mar 13, 2013","4,695.12","4,687.61","4,701.71","4,677.77","-","0.16%"
"Mar 12, 2013","4,687.43","4,704.21","4,706.62","4,661.69","-","-0.21%"
"Mar 11, 2013","4,697.15","4,711.85","4,721.01","4,691.34","-","-0.24%"
"Mar 08, 2013","4,708.47","4,662.97","4,708.47","4,651.26","-","0.96%"
"Mar 07, 2013","4,663.73","4,643.33","4,663.73","4,639.84","-","0.54%"
"Mar 06, 2013","4,638.87","4,653.57","4,658.65","4,636.13","-","-0.37%"
"Mar 05, 2013","4,655.98","4,650.81","4,656.05","4,648.72","-","0.09%"
"Mar 04, 2013","4,651.82","4,642.57","4,658.48","4,639.47","-","0.20%"
"Mar 01, 2013","4,642.73","4,638.81","4,643.93","4,625.55","-","0.15%"
"Feb 28, 2013","4,635.93","4,618.50","4,635.93","4,617.69","-","0.28%"
"Feb 27, 2013","4,623.06","4,610.56","4,623.06","4,595.38","-","0.33%"
"Feb 26, 2013","4,607.98","4,612.03","4,615.99","4,594.24","-","-0.08%"
"Feb 25, 2013","4,611.83","4,622.06","4,629.80","4,601.31","-","-0.07%"
"Feb 22, 2013","4,614.95","4,622.69","4,622.69","4,608.51","-","-0.32%"
"Feb 21, 2013","4,629.87","4,626.14","4,636.55","4,613.64","-","0.09%"
"Feb 20, 2013","4,625.60","4,622.71","4,625.75","4,612.76","-","-0.21%"
"Feb 19, 2013","4,635.45","4,631.49","4,637.61","4,616.61","-","0.02%"
"Feb 18, 2013","4,634.50","4,657.49","4,662.48","4,624.90","-","-0.47%"
"Feb 15, 2013","4,656.56","4,649.11","4,658.66","4,636.91","-","0.23%"
"Feb 14, 2013","4,645.66","4,654.02","4,654.02","4,625.61","-","-0.16%"
"Feb 13, 2013","4,653.03","4,649.10","4,670.17","4,639.16","-","0.18%"
"Feb 12, 2013","4,644.72","4,626.17","4,647.77","4,618.74","-","0.64%"
"Feb 11, 2013","4,615.18","4,624.42","4,634.83","4,609.77","-","-0.08%"
"Feb 08, 2013","4,618.83","4,586.08","4,618.83","4,556.42","-","0.70%"
"Feb 07, 2013","4,586.55","4,580.56","4,667.65","4,580.56","-","0.29%"
"Feb 06, 2013","4,573.12","4,737.92","4,737.92","4,573.12","-","-3.69%"
"Feb 05, 2013","4,748.21","4,751.29","4,759.12","4,741.01","-","-0.19%"
"Feb 04, 2013","4,757.26","4,775.80","4,779.32","4,756.02","-","-0.43%"
"Feb 01, 2013","4,777.62","4,764.02","4,796.34","4,764.02","-","0.38%"
"Jan 31, 2013","4,759.60","4,747.29","4,762.74","4,744.83","-","0.32%"
"Jan 30, 2013","4,744.57","4,746.25","4,749.50","4,737.49","-","-0.04%"
"Jan 29, 2013","4,746.25","4,747.54","4,748.05","4,737.10","-","-0.00%"
"Jan 28, 2013","4,746.41","4,737.70","4,749.24","4,734.31","-","0.20%"
"Jan 25, 2013","4,737.03","4,753.96","4,761.54","4,732.59","-","-0.40%"
"Jan 23, 2013","4,756.10","4,743.18","4,766.33","4,743.18","-","0.23%"
"Jan 22, 2013","4,745.37","4,735.70","4,745.37","4,722.94","-","0.21%"
"Jan 21, 2013","4,735.57","4,745.94","4,745.94","4,721.28","-","-0.20%"
"Jan 18, 2013","4,745.11","4,737.80","4,745.11","4,721.96","-","0.23%"
"Jan 17, 2013","4,734.38","4,723.59","4,740.47","4,719.73","-","0.14%"
"Jan 16, 2013","4,727.82","4,684.50","4,727.82","4,683.65","-","0.79%"
"Jan 15, 2013","4,690.90","4,698.77","4,698.77","4,675.73","-","0.40%"
"Jan 11, 2013","4,672.01","4,658.31","4,676.40","4,657.56","-","-0.02%"
"Jan 10, 2013","4,672.74","4,627.23","4,672.74","4,625.10","-","0.61%"
"Jan 09, 2013","4,644.25","4,635.44","4,646.77","4,628.16","-","0.21%"
"Jan 08, 2013","4,634.63","4,646.36","4,646.36","4,618.32","-","-0.39%"
"Jan 07, 2013","4,652.74","4,651.63","4,663.86","4,632.11","-","-0.03%"
"Jan 04, 2013","4,654.33","4,648.85","4,677.97","4,642.69","-","0.26%"
"Jan 03, 2013","4,642.08","4,643.92","4,654.52","4,621.81","-","0.43%"
"Jan 02, 2013","4,621.99","4,588.08","4,621.99","4,586.71","-","0.92%"
"Dec 31, 2012","4,579.85","4,559.31","4,579.85","4,558.51","-","0.39%"
"Dec 28, 2012","4,561.98","4,541.79","4,561.99","4,536.47","-","0.44%"
"Dec 27, 2012","4,541.79","4,560.12","4,560.75","4,534.55","-","-0.41%"
"Dec 26, 2012","4,560.71","4,586.57","4,586.81","4,556.33","-","-0.56%"
"Dec 25, 2012","4,586.25","4,598.82","4,614.23","4,573.94","-","-0.11%"
"Dec 24, 2012","4,591.29","4,602.35","4,629.18","4,591.29","-","0.01%"
"Dec 21, 2012","4,590.75","4,596.24","4,602.30","4,570.34","-","0.03%"
