"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 23, 2006","4,491.41","4,466.11","4,491.41","4,437.05","-","0.55%"
"Feb 22, 2006","4,466.63","4,512.65","4,512.65","4,453.25","-","-1.03%"
"Feb 21, 2006","4,513.19","4,573.17","4,578.22","4,509.39","-","-1.33%"
"Feb 20, 2006","4,574.10","4,643.88","4,644.40","4,573.76","-","-1.54%"
"Feb 19, 2006","4,645.64","4,723.77","4,728.82","4,644.89","-","-1.72%"
"Feb 18, 2006","4,726.78","4,734.13","4,734.13","4,724.12","-","4.20%"
"Feb 16, 2006","4,536.27","4,327.51","4,536.27","4,327.51","-","4.90%"
"Feb 15, 2006","4,324.29","4,325.35","4,329.56","4,288.16","-","-0.03%"
"Feb 14, 2006","4,325.45","4,408.50","4,447.45","4,325.45","-","-1.92%"
"Feb 13, 2006","4,410.04","4,350.50","4,426.52","4,350.50","-","1.62%"
"Feb 12, 2006","4,339.88","4,434.60","4,436.06","4,303.90","-","-2.45%"
"Feb 11, 2006","4,448.67","4,581.69","4,588.64","4,448.67","-","-2.93%"
"Feb 09, 2006","4,583.04","4,570.33","4,584.27","4,529.94","-","0.31%"
"Feb 08, 2006","4,568.98","4,630.12","4,630.12","4,563.34","-","-1.34%"
"Feb 07, 2006","4,631.26","4,672.45","4,706.77","4,631.26","-","-0.88%"
"Feb 06, 2006","4,672.45","4,695.32","4,701.31","4,672.16","-","-0.51%"
"Feb 05, 2006","4,696.26","4,779.98","4,779.98","4,678.62","-","-1.75%"
"Feb 04, 2006","4,779.98","4,849.71","4,879.51","4,779.98","-","-1.45%"
"Feb 02, 2006","4,850.23","4,648.80","4,851.75","4,648.80","-","4.37%"
"Jan 31, 2006","4,646.93","4,595.48","4,646.93","4,588.91","-","1.14%"
"Jan 30, 2006","4,594.65","4,747.27","4,780.00","4,594.65","-","-3.12%"
"Jan 29, 2006","4,742.65","4,881.54","4,881.54","4,737.30","-","-2.85%"
"Jan 28, 2006","4,881.73","4,938.56","4,939.53","4,881.73","-","-1.16%"
"Jan 26, 2006","4,939.18","5,014.12","5,026.60","4,935.68","-","-1.50%"
"Jan 25, 2006","5,014.54","5,051.54","5,051.54","5,014.46","-","-0.74%"
"Jan 24, 2006","5,051.96","5,116.19","5,123.21","5,051.83","-","-1.29%"
"Jan 23, 2006","5,118.17","5,121.67","5,121.81","5,086.92","-","-0.08%"
"Jan 22, 2006","5,122.29","5,167.45","5,167.45","5,107.40","-","-0.89%"
"Jan 21, 2006","5,168.39","5,146.28","5,185.81","5,146.28","-","0.41%"
"Jan 19, 2006","5,147.42","5,169.01","5,187.85","5,142.62","-","-0.44%"
"Jan 18, 2006","5,169.95","5,151.31","5,175.78","5,115.84","-","0.35%"
"Jan 17, 2006","5,152.00","5,211.75","5,211.75","5,151.46","-","-1.16%"
"Jan 16, 2006","5,212.27","5,218.44","5,222.88","5,201.95","-","-0.13%"
"Jan 15, 2006","5,218.86","5,218.56","5,221.54","5,188.56","-","-0.02%"
"Jan 14, 2006","5,219.70","5,222.42","5,254.29","5,217.59","-","-0.04%"
"Jan 12, 2006","5,222.00","5,231.38","5,260.85","5,214.08","-","-0.15%"
"Jan 08, 2006","5,230.03","5,159.38","5,234.03","5,152.91","-","1.39%"
"Jan 04, 2006","5,158.46","5,243.19","5,243.19","5,157.14","-","-1.63%"
"Jan 03, 2006","5,243.92","5,254.20","5,279.96","5,243.92","-","-0.19%"
"Jan 02, 2006","5,253.99","5,202.74","5,257.18","5,202.74","-","0.98%"
"Dec 31, 2005","5,202.95","5,128.16","5,209.75","5,119.63","-","1.44%"
"Dec 29, 2005","5,128.99","5,107.47","5,138.69","5,104.91","-","0.41%"
"Dec 28, 2005","5,108.09","5,075.64","5,108.32","5,043.98","-","0.64%"
"Dec 27, 2005","5,075.85","5,112.74","5,121.14","5,073.47","-","-0.73%"
"Dec 26, 2005","5,112.95","4,980.31","5,126.81","4,980.31","-","2.76%"
"Dec 25, 2005","4,975.84","4,847.57","4,975.84","4,792.89","-","2.60%"
"Dec 24, 2005","4,849.83","4,983.67","4,983.67","4,845.68","-","-2.70%"
"Dec 22, 2005","4,984.21","5,138.63","5,138.63","4,984.21","-","-3.03%"
"Dec 21, 2005","5,140.14","5,194.36","5,211.12","5,139.86","-","-1.07%"
"Dec 20, 2005","5,195.87","5,230.62","5,256.08","5,195.87","-","-0.68%"
"Dec 19, 2005","5,231.27","5,242.61","5,250.35","5,192.51","-","-0.26%"
"Dec 18, 2005","5,244.68","5,285.51","5,288.93","5,244.68","-","-0.79%"
"Dec 17, 2005","5,286.27","5,263.86","5,323.07","5,263.86","-","0.68%"
"Dec 15, 2005","5,250.60","5,276.87","5,290.47","5,249.39","-","-0.52%"
"Dec 14, 2005","5,278.07","5,206.60","5,328.98","5,205.95","-","1.35%"
"Dec 13, 2005","5,207.58","5,332.55","5,332.55","5,186.44","-","-2.35%"
"Dec 12, 2005","5,333.09","5,401.20","5,401.20","5,318.24","-","-1.26%"
"Dec 11, 2005","5,401.09","5,376.65","5,402.63","5,375.17","-","0.49%"
"Dec 10, 2005","5,374.76","5,431.69","5,440.60","5,313.53","-","-1.04%"
"Dec 08, 2005","5,430.98","5,404.94","5,433.12","5,390.64","-","0.47%"
"Dec 07, 2005","5,405.77","5,393.47","5,406.22","5,368.74","-","0.34%"
"Dec 06, 2005","5,387.69","5,458.66","5,458.66","5,387.57","-","-1.34%"
"Dec 05, 2005","5,461.03","5,513.19","5,532.77","5,461.03","-","-0.98%"
"Dec 01, 2005","5,515.32","5,435.97","5,519.61","5,435.97","-","1.53%"
"Nov 30, 2005","5,432.30","5,394.36","5,432.30","5,366.28","-","0.67%"
"Nov 29, 2005","5,396.02","5,489.40","5,489.40","5,373.84","-","-1.77%"
"Nov 28, 2005","5,493.42","5,545.31","5,546.76","5,493.42","-","-1.08%"
"Nov 27, 2005","5,553.54","5,506.21","5,571.25","5,503.69","-","0.84%"
"Nov 26, 2005","5,507.27","5,534.28","5,538.18","5,506.79","-","-0.29%"
"Nov 24, 2005","5,523.38","5,558.14","5,565.09","5,523.37","-","-0.60%"
"Nov 23, 2005","5,556.60","5,628.20","5,635.05","5,556.60","-","-1.27%"
"Nov 22, 2005","5,628.20","5,651.75","5,701.71","5,627.29","-","-0.42%"
"Nov 21, 2005","5,651.75","5,580.62","5,655.14","5,580.54","-","1.60%"
"Nov 20, 2005","5,562.71","5,638.09","5,638.09","5,503.54","-","-1.34%"
"Nov 19, 2005","5,638.09","5,689.40","5,696.26","5,637.12","-","-0.90%"
"Nov 17, 2005","5,689.40","5,721.81","5,721.81","5,652.83","-","-0.61%"
"Nov 16, 2005","5,724.07","5,744.01","5,791.28","5,723.72","-","-0.35%"
"Nov 15, 2005","5,744.28","5,665.32","5,748.52","5,665.32","-","1.40%"
"Nov 14, 2005","5,664.75","5,681.66","5,681.66","5,613.18","-","-0.34%"
"Nov 13, 2005","5,684.32","5,797.01","5,797.01","5,684.18","-","-1.94%"
"Nov 12, 2005","5,797.07","5,749.62","5,814.42","5,742.09","-","0.78%"
"Nov 10, 2005","5,752.29","5,759.27","5,831.37","5,745.35","-","0.06%"
"Nov 09, 2005","5,748.60","5,676.32","5,764.39","5,676.32","-","1.18%"
"Nov 08, 2005","5,681.66","5,639.82","5,681.66","5,631.99","-","0.75%"
"Nov 07, 2005","5,639.64","5,631.43","5,655.82","5,602.64","-","0.13%"
"Nov 06, 2005","5,632.25","5,606.35","5,641.73","5,586.84","-","0.85%"
"Nov 01, 2005","5,584.58","5,526.79","5,601.34","5,497.99","-","1.20%"
